Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR
653,West Bengal,Howrah,2014,Kharif,Cotton,554.27,20.5,38.5,Sandy,Canal,61.87,17.91,2477.45,6.75,12503.85,178278.0
654,West Bengal,Howrah,2014,Rabi,Rice,779.92,33.8,55.7,Red,Rain-fed,258.03,57.91,1402.6,4.75,52116.32,93564.0
655,West Bengal,Howrah,2014,Zaid,Pulses,1870.32,36.8,71.6,Laterite,Drip,201.37,8.15,1844.54,3.61,17309.4,83696.0
656,West Bengal,Howrah,2014,Rabi,Wheat,1483.44,35.4,50.4,Black,Canal,329.71,49.83,1905.31,5.71,46920.43,138733.0
657,West Bengal,Howrah,2014,Kharif,Pulses,429.93,25.2,37.5,Red,Tube Well,373.02,22.9,2277.1,5.63,33208.76,181095.0
658,West Bengal,Howrah,2014,Zaid,Millets,2176.37,35.1,84.8,Sandy,Canal,343.71,21.16,1055.88,2.25,39562.88,32592.0
659,West Bengal,Howrah,2014,Zaid,Maize,1296.27,19.7,80.8,Black,Drip,448.52,59.3,2387.33,7.74,62617.71,236917.99999999997
660,West Bengal,Howrah,2014,Rabi,Sugarcane,706.78,36.9,73.5,Black,Rain-fed,92.19,59.63,243.19,7.98,29304.54,22967.0
661,West Bengal,Howrah,2014,Zaid,Millets,2112.71,31.4,71.6,Sandy,Canal,419.09,39.85,2510.6,7.01,29638.46,180183.0
662,West Bengal,Howrah,2014,Kharif,Pulses,1078.62,32.3,75.5,Red,Canal,202.66,40.32,2853.31,7.45,54847.72,217578.00000000003
663,West Bengal,Howrah,2014,Kharif,Rice,560.45,32.8,86.5,Red,Canal,347.85,11.39,1901.91,7.43,62565.64,194575.0
664,West Bengal,Howrah,2014,Rabi,Sugarcane,1924.81,37.6,52.6,Alluvial,Sprinkler,196.01,42.36,4003.17,4.99,43885.73,204181.0
665,West Bengal,Howrah,2014,Zaid,Millets,968.67,34.3,51.3,Alluvial,Sprinkler,137.56,42.4,822.38,3.27,51594.18,44348.0
666,West Bengal,Howrah,2014,Rabi,Pulses,956.0,37.8,41.8,Alluvial,Rain-fed,448.74,43.86,2443.59,7.25,38236.35,266474.0
667,West Bengal,Darjeeling,2014,Rabi,Maize,1890.19,22.2,75.3,Red,Drip,374.17,43.52,357.57,7.52,21488.07,34620.0
668,West Bengal,Darjeeling,2014,Kharif,Wheat,1386.3,24.7,72.3,Sandy,Tube Well,446.13,46.67,2016.21,5.05,27001.11,152359.0
669,West Bengal,Darjeeling,2014,Zaid,Rice,635.62,33.0,66.9,Laterite,Rain-fed,372.03,51.74,3576.98,4.54,20675.81,152255.0
670,West Bengal,Darjeeling,2014,Rabi,Maize,777.58,34.1,45.8,Laterite,Drip,310.5,24.92,4295.09,1.94,53631.46,138188.0
671,West Bengal,Darjeeling,2014,Rabi,Wheat,572.89,37.5,44.9,Black,Canal,70.99,58.92,3285.48,5.53,63395.53,259262.0
672,West Bengal,Darjeeling,2014,Rabi,Rice,833.54,27.8,72.8,Laterite,Rain-fed,431.82,40.9,1939.32,6.25,54152.24,176783.0
673,West Bengal,Darjeeling,2014,Rabi,Millets,1061.18,20.4,39.5,Alluvial,Sprinkler,245.69,41.78,2597.77,1.37,42368.04,48851.0
674,West Bengal,Darjeeling,2014,Rabi,Maize,1091.13,38.0,73.7,Alluvial,Tube Well,169.35,11.89,1693.62,6.41,57697.16,145202.0
675,West Bengal,Darjeeling,2014,Zaid,Millets,515.08,34.7,64.6,Black,Canal,377.53,40.84,3792.19,2.71,46904.87,94272.0
676,West Bengal,Darjeeling,2014,Zaid,Millets,1840.92,20.5,42.1,Red,Rain-fed,132.49,13.87,2856.23,7.42,13855.28,377224.0
677,West Bengal,Darjeeling,2014,Zaid,Maize,1161.49,36.9,35.0,Laterite,Rain-fed,170.24,57.04,2645.27,6.91,46935.35,227557.00000000003
678,West Bengal,Darjeeling,2014,Kharif,Pulses,1491.11,28.2,72.8,Sandy,Sprinkler,315.05,7.46,280.0,2.23,57372.51,6339.0
679,West Bengal,Darjeeling,2014,Rabi,Sugarcane,1465.21,23.5,75.1,Laterite,Drip,218.81,35.24,1377.3,5.94,20655.93,102760.99999999999
680,West Bengal,Darjeeling,2014,Rabi,Sugarcane,527.0,32.7,89.7,Black,Rain-fed,328.72,15.59,1923.5,6.0,55486.94,162145.0
681,West Bengal,Darjeeling,2014,Rabi,Barley,1082.1,37.3,48.6,Red,Drip,158.05,34.23,3451.5,4.17,29455.95,127948.0
682,West Bengal,Darjeeling,2014,Zaid,Sugarcane,892.56,20.0,88.9,Laterite,Canal,138.89,57.35,3935.39,2.1,39903.21,138470.0
683,West Bengal,Darjeeling,2014,Zaid,Pulses,1660.82,35.3,65.3,Sandy,Sprinkler,292.99,54.31,936.66,8.11,32646.86,86991.0
684,West Bengal,Darjeeling,2014,Zaid,Barley,1258.35,20.6,35.5,Red,Drip,255.43,13.55,719.2,3.97,50977.39,24351.0
685,West Bengal,Siliguri,2014,Kharif,Barley,1672.22,21.7,89.2,Red,Canal,369.39,32.62,1451.53,4.32,61908.88,105433.0
686,West Bengal,Siliguri,2014,Zaid,Cotton,1131.73,24.3,40.0,Laterite,Canal,81.79,45.15,4729.85,2.41,15042.81,175932.0
687,West Bengal,Siliguri,2014,Kharif,Barley,1618.66,36.6,42.5,Alluvial,Tube Well,249.12,42.68,3416.19,5.09,18608.65,141524.0
688,West Bengal,Siliguri,2014,Zaid,Pulses,839.61,32.8,87.3,Sandy,Drip,379.35,53.42,2687.75,5.65,44190.8,267976.0
689,West Bengal,Siliguri,2014,Kharif,Maize,535.22,34.8,63.3,Sandy,Canal,430.99,28.25,1957.56,3.92,18001.38,131530.0
690,West Bengal,Siliguri,2014,Kharif,Cotton,938.52,23.9,46.7,Laterite,Sprinkler,345.21,36.29,1165.57,3.43,61454.91,57689.0
691,West Bengal,Siliguri,2014,Rabi,Millets,503.49,18.1,60.3,Laterite,Drip,169.34,10.89,1813.64,6.47,33309.61,94914.0
692,West Bengal,Siliguri,2014,Rabi,Rice,1352.37,36.0,57.6,Laterite,Drip,415.24,5.38,3870.29,3.03,36947.03,137711.0
693,West Bengal,Siliguri,2014,Kharif,Cotton,595.65,26.8,81.2,Red,Canal,114.73,24.46,2226.4,3.82,58137.25,84918.0
694,West Bengal,Siliguri,2014,Zaid,Maize,1110.18,32.9,84.6,Laterite,Drip,114.13,15.94,2448.55,6.06,26087.38,181189.0
695,West Bengal,Siliguri,2014,Kharif,Pulses,1751.96,33.6,57.0,Black,Rain-fed,340.4,45.8,4145.63,2.16,62756.97,142620.0
696,West Bengal,Siliguri,2014,Rabi,Wheat,1781.29,22.7,72.3,Black,Sprinkler,186.86,58.7,3713.41,4.37,27341.73,208675.0
697,West Bengal,Siliguri,2014,Kharif,Maize,1712.65,21.7,50.5,Sandy,Sprinkler,96.01,19.49,3534.68,6.06,34745.42,272870.0
698,West Bengal,Siliguri,2014,Kharif,Maize,739.6,35.1,69.6,Sandy,Drip,109.49,11.63,2066.29,3.2,22185.4,62565.0
699,West Bengal,Siliguri,2014,Kharif,Rice,1955.83,25.6,63.9,Red,Canal,330.06,58.91,1186.7,4.31,15251.54,62761.0
700,West Bengal,Siliguri,2014,Rabi,Cotton,1054.44,36.9,74.1,Laterite,Rain-fed,148.79,54.23,990.58,1.2,47002.83,13333.000000000002
701,West Bengal,Siliguri,2014,Rabi,Rice,1175.63,23.0,62.0,Red,Sprinkler,183.71,11.13,3377.84,6.19,52834.57,194517.0
702,West Bengal,Siliguri,2014,Zaid,Pulses,828.85,23.5,67.1,Black,Drip,84.89,10.85,3184.84,5.59,14175.06,314820.0
703,West Bengal,Malda,2014,Kharif,Millets,2065.9,19.5,65.1,Laterite,Sprinkler,187.16,44.89,4949.26,2.67,50200.78,111506.0
704,West Bengal,Malda,2014,Rabi,Cotton,2004.86,33.2,81.5,Laterite,Sprinkler,274.14,24.1,1893.46,5.8,18223.73,135752.0
705,West Bengal,Malda,2014,Rabi,Wheat,700.48,23.5,88.2,Sandy,Sprinkler,165.86,57.57,397.89,8.3,22080.12,53320.00000000001
706,West Bengal,Malda,2014,Zaid,Rice,697.93,33.0,56.1,Alluvial,Sprinkler,361.75,27.05,1430.32,2.54,20480.16,36977.0
707,West Bengal,Malda,2014,Rabi,Millets,1306.87,32.4,49.2,Alluvial,Drip,390.99,21.3,1415.72,2.07,23868.26,39081.0
708,West Bengal,Malda,2014,Zaid,Cotton,2069.05,23.4,78.5,Red,Rain-fed,306.97,18.7,4134.71,5.1,12074.2,241966.0
709,West Bengal,Malda,2014,Rabi,Rice,2103.57,35.7,49.5,Black,Rain-fed,103.44,54.41,1544.99,8.39,45175.63,105049.0
710,West Bengal,Malda,2014,Rabi,Maize,860.78,18.3,71.2,Sandy,Sprinkler,397.19,56.65,2957.98,6.47,48470.12,334086.0
711,West Bengal,Malda,2014,Rabi,Sugarcane,1870.32,22.4,49.8,Black,Tube Well,282.67,49.43,3789.2,2.34,24281.33,135332.0
712,West Bengal,Malda,2014,Kharif,Rice,1292.73,27.2,79.9,Laterite,Sprinkler,120.44,36.33,4722.44,2.52,26948.35,132115.0
713,West Bengal,Malda,2014,Zaid,Sugarcane,525.02,19.4,48.5,Alluvial,Tube Well,413.65,58.37,591.15,5.05,50518.53,48004.0
714,West Bengal,Malda,2014,Kharif,Barley,437.29,34.5,77.0,Alluvial,Canal,307.79,7.41,1316.88,1.81,19559.69,34022.0
715,West Bengal,Malda,2014,Zaid,Pulses,1934.9,19.7,42.7,Red,Sprinkler,353.87,54.08,4095.78,3.44,37382.14,147067.0
716,West Bengal,Malda,2014,Rabi,Rice,438.17,18.9,65.0,Black,Rain-fed,91.03,53.76,2134.89,1.21,23888.58,26520.999999999996
717,West Bengal,Malda,2014,Rabi,Cotton,806.59,35.6,56.2,Red,Canal,403.69,50.25,650.8,2.44,17837.19,14319.0
718,West Bengal,Malda,2014,Kharif,Pulses,613.03,36.5,85.6,Red,Sprinkler,408.23,38.25,972.53,5.07,43779.41,72947.0
719,West Bengal,Malda,2014,Kharif,Cotton,1027.09,20.1,85.4,Black,Rain-fed,314.69,56.31,4072.53,6.39,16047.58,208755.00000000003
720,West Bengal,Malda,2014,Kharif,Maize,1103.08,32.4,78.2,Black,Tube Well,241.37,8.7,2931.43,8.2,26759.24,214042.99999999997
721,Uttarakhand,Dehradun,2015,Rabi,Pulses,974.77,26.5,73.1,Sandy,Tube Well,215.58,48.64,1733.98,7.06,46659.57,128039.00000000001
722,Uttarakhand,Dehradun,2015,Kharif,Millets,1358.45,34.4,56.2,Red,Canal,282.39,28.2,2931.59,6.26,51659.03,275844.0
723,Uttarakhand,Dehradun,2015,Kharif,Sugarcane,2189.03,18.3,65.7,Red,Tube Well,433.05,55.65,391.93,3.75,56983.83,24497.0
724,Uttarakhand,Dehradun,2015,Kharif,Maize,1903.45,29.0,86.2,Laterite,Canal,218.43,16.59,1200.48,6.65,18213.5,119410.99999999999
725,Uttarakhand,Dehradun,2015,Kharif,Barley,1069.03,32.0,71.5,Alluvial,Sprinkler,79.51,51.06,4365.34,1.42,31357.94,54487.0
726,Uttarakhand,Dehradun,2015,Zaid,Barley,669.49,21.6,75.9,Alluvial,Rain-fed,349.24,43.42,1567.59,4.2,29878.86,104117.0
727,Uttarakhand,Dehradun,2015,Zaid,Rice,680.6,35.6,36.8,Red,Sprinkler,350.45,32.68,153.25,7.28,48034.89,18698.0
728,Uttarakhand,Dehradun,2015,Kharif,Cotton,1676.84,26.5,43.6,Laterite,Drip,439.25,33.68,4891.84,2.11,23228.8,146471.0
729,Uttarakhand,Dehradun,2015,Kharif,Rice,1869.81,27.4,52.2,Alluvial,Canal,306.76,50.5,907.64,7.06,46272.3,63741.99999999999
730,Uttarakhand,Dehradun,2015,Zaid,Pulses,1485.74,34.9,36.5,Black,Canal,162.88,34.79,420.06,5.56,52095.64,25904.000000000004
731,Uttarakhand,Dehradun,2015,Rabi,Sugarcane,884.5,37.5,66.1,Red,Tube Well,275.5,48.46,323.84,3.5,62005.98,9164.0
732,Uttarakhand,Dehradun,2015,Kharif,Sugarcane,966.05,25.8,54.6,Alluvial,Sprinkler,101.81,42.11,1723.46,7.74,38689.66,173705.0
733,Uttarakhand,Dehradun,2015,Kharif,Barley,1258.52,35.4,37.1,Black,Drip,114.49,42.53,485.89,5.77,62499.37,28920.999999999996
734,Uttarakhand,Dehradun,2015,Zaid,Pulses,1205.46,20.6,51.0,Sandy,Canal,299.39,56.71,296.06,6.4,48192.29,19689.0
735,Uttarakhand,Dehradun,2015,Rabi,Maize,1420.42,37.9,40.4,Alluvial,Tube Well,55.98,47.15,1616.76,7.53,54261.3,206369.0
736,Uttarakhand,Dehradun,2015,Rabi,Pulses,705.49,23.9,38.7,Laterite,Drip,280.6,24.44,448.56,6.39,36419.28,51196.0
737,Uttarakhand,Dehradun,2015,Zaid,Rice,2149.03,27.8,55.0,Red,Rain-fed,164.65,27.5,3136.45,6.17,35363.87,253990.0
738,Uttarakhand,Dehradun,2015,Zaid,Rice,1627.96,28.1,49.5,Alluvial,Drip,400.21,42.54,3141.01,5.9,51275.26,193625.0
739,Uttarakhand,Haridwar,2015,Rabi,Rice,923.19,21.2,57.0,Alluvial,Canal,79.19,26.35,2365.17,1.88,36691.51,64140.0
740,Uttarakhand,Haridwar,2015,Zaid,Maize,1717.2,36.3,85.7,Laterite,Canal,357.29,15.97,1710.73,3.52,64811.23,77458.0
741,Uttarakhand,Haridwar,2015,Rabi,Cotton,1218.24,28.9,87.2,Laterite,Tube Well,108.21,16.74,2884.21,8.41,53032.89,209186.0
742,Uttarakhand,Haridwar,2015,Rabi,Sugarcane,497.34,35.4,87.4,Laterite,Tube Well,323.47,19.84,3214.87,1.81,15670.73,70122.0
743,Uttarakhand,Haridwar,2015,Rabi,Sugarcane,1605.36,23.2,80.7,Laterite,Tube Well,86.98,54.59,1775.89,6.7,20720.26,136746.0
744,Uttarakhand,Haridwar,2015,Zaid,Maize,2138.06,26.7,85.2,Sandy,Drip,278.13,50.27,2848.45,7.72,22523.68,334847.0
745,Uttarakhand,Haridwar,2015,Rabi,Pulses,1595.31,34.5,75.4,Alluvial,Tube Well,380.09,45.32,169.52,7.74,61492.43,17050.0
746,Uttarakhand,Haridwar,2015,Kharif,Cotton,1337.25,18.1,59.8,Laterite,Sprinkler,383.0,11.91,2301.71,8.28,17164.64,194131.0
747,Uttarakhand,Haridwar,2015,Rabi,Maize,1481.7,22.3,46.5,Sandy,Canal,126.46,42.38,4780.01,3.9,31281.11,205425.0
748,Uttarakhand,Haridwar,2015,Rabi,Millets,1568.04,27.1,57.6,Red,Drip,190.88,34.84,2663.53,6.79,18009.14,176480.0
749,Uttarakhand,Haridwar,2015,Kharif,Maize,1376.97,25.6,81.5,Alluvial,Canal,325.42,29.06,1487.92,5.73,61032.19,141272.0
750,Uttarakhand,Haridwar,2015,Rabi,Wheat,1509.27,26.2,62.3,Laterite,Drip,350.69,56.0,588.54,4.44,42805.38,21758.0
751,Uttarakhand,Haridwar,2015,Zaid,Sugarcane,1798.38,29.0,41.3,Laterite,Canal,392.54,57.28,1818.01,6.99,36589.2,217050.0
752,Uttarakhand,Haridwar,2015,Rabi,Pulses,1807.95,28.2,49.7,Alluvial,Canal,313.47,21.91,4523.1,7.84,47684.94,285163.0
753,Uttarakhand,Haridwar,2015,Rabi,Wheat,676.08,25.5,79.9,Black,Sprinkler,378.01,38.0,1741.94,8.2,64619.94,148814.0
754,Uttarakhand,Haridwar,2015,Rabi,Barley,1891.39,34.0,66.8,Black,Canal,101.55,40.0,4889.04,2.47,59921.08,159073.0
755,Uttarakhand,Haridwar,2015,Kharif,Maize,1307.66,30.6,78.1,Alluvial,Tube Well,387.21,39.5,1375.13,5.24,62281.12,72328.0
756,Uttarakhand,Haridwar,2015,Rabi,Wheat,1532.01,29.9,36.5,Red,Drip,333.03,55.63,485.99,3.99,51344.0,18044.0
757,Uttarakhand,Nainital,2015,Kharif,Sugarcane,1574.54,22.4,45.7,Black,Canal,386.18,44.95,4054.78,3.96,25805.43,136765.0
758,Uttarakhand,Nainital,2015,Kharif,Rice,599.68,36.5,41.7,Laterite,Canal,106.73,19.41,985.08,1.76,56765.05,29694.0
759,Uttarakhand,Nainital,2015,Kharif,Millets,1831.79,26.3,61.8,Black,Rain-fed,300.27,16.57,2157.54,7.69,45578.25,207539.0
760,Uttarakhand,Nainital,2015,Kharif,Wheat,2026.55,31.2,69.7,Black,Sprinkler,391.92,11.45,1779.77,3.73,64730.55,92939.0
761,Uttarakhand,Nainital,2015,Rabi,Cotton,2067.85,21.9,36.6,Black,Drip,59.22,33.15,846.5,7.53,18083.79,64822.0
762,Uttarakhand,Nainital,2015,Rabi,Rice,1709.94,36.8,49.7,Laterite,Sprinkler,242.63,57.43,1807.91,5.23,27599.01,146104.0
763,Uttarakhand,Nainital,2015,Kharif,Barley,2060.23,23.0,45.9,Black,Tube Well,388.41,44.46,4813.17,1.95,54037.12,130233.99999999999
764,Uttarakhand,Nainital,2015,Zaid,Barley,1989.14,26.5,76.1,Alluvial,Tube Well,376.36,39.26,3075.75,4.33,42058.53,156348.0
765,Uttarakhand,Nainital,2015,Kharif,Maize,2001.01,37.2,48.9,Black,Rain-fed,213.92,38.21,4398.54,8.14,40116.4,429043.0
766,Uttarakhand,Nainital,2015,Rabi,Barley,1823.61,25.2,39.0,Black,Tube Well,312.78,25.46,3919.62,2.09,28885.22,66429.0
767,Uttarakhand,Nainital,2015,Zaid,Pulses,2017.74,29.2,56.2,Alluvial,Sprinkler,290.72,34.0,604.31,3.23,44218.93,32858.0
768,Uttarakhand,Nainital,2015,Rabi,Barley,1627.84,26.7,79.7,Black,Sprinkler,129.26,7.73,2520.28,1.54,26544.02,35679.0
769,Uttarakhand,Nainital,2015,Rabi,Pulses,1464.11,22.7,36.2,Alluvial,Sprinkler,57.13,48.08,2921.22,1.23,36473.91,33454.0
770,Uttarakhand,Nainital,2015,Rabi,Wheat,1007.3,18.3,60.8,Laterite,Sprinkler,381.94,27.83,1574.89,3.52,30328.7,48771.0
771,Uttarakhand,Nainital,2015,Kharif,Wheat,1107.99,31.9,60.0,Alluvial,Drip,389.47,58.19,694.92,3.93,44752.78,22648.0
772,Uttarakhand,Nainital,2015,Kharif,Rice,2188.37,35.2,74.8,Alluvial,Rain-fed,140.54,9.84,3648.13,7.13,55255.82,347915.0
773,Uttarakhand,Nainital,2015,Rabi,Wheat,599.45,36.9,39.1,Alluvial,Drip,181.73,38.7,4081.18,3.17,21027.95,121322.0
774,Uttarakhand,Nainital,2015,Zaid,Pulses,1951.41,33.1,83.8,Laterite,Rain-fed,436.33,27.73,2289.22,2.09,39962.21,65924.0
775,Uttarakhand,Almora,2015,Kharif,Pulses,1790.76,27.7,40.0,Alluvial,Canal,356.48,44.13,1829.75,7.3,24845.94,193296.0
776,Uttarakhand,Almora,2015,Rabi,Millets,508.48,18.3,46.9,Red,Tube Well,377.4,15.34,612.22,2.72,43297.72,22108.0
777,Uttarakhand,Almora,2015,Kharif,Maize,1926.05,20.1,42.2,Red,Tube Well,416.68,26.21,2316.92,5.73,22760.1,159339.0
778,Uttarakhand,Almora,2015,Rabi,Maize,1635.28,37.0,66.7,Alluvial,Tube Well,90.83,30.35,625.15,2.0,12879.16,15763.999999999998
779,Uttarakhand,Almora,2015,Rabi,Millets,1033.52,20.4,65.3,Alluvial,Canal,191.77,16.66,2044.95,4.35,29688.19,110424.0
780,Uttarakhand,Almora,2015,Zaid,Barley,1717.6,26.5,51.2,Black,Canal,211.08,37.67,2694.86,4.8,34978.96,191593.0
781,Uttarakhand,Almora,2015,Rabi,Sugarcane,607.34,35.9,66.6,Alluvial,Drip,145.51,34.27,1449.75,7.64,49074.15,133418.0
782,Uttarakhand,Almora,2015,Zaid,Cotton,1291.31,21.4,46.2,Laterite,Rain-fed,304.76,43.82,1511.1,1.22,21809.18,31483.999999999996
783,Uttarakhand,Almora,2015,Rabi,Sugarcane,706.42,31.6,44.2,Alluvial,Drip,182.86,30.04,4814.99,6.06,34679.9,239508.0
784,Uttarakhand,Almora,2015,Kharif,Wheat,1469.21,37.4,67.1,Sandy,Sprinkler,245.32,18.61,635.99,7.18,42065.14,81758.0
785,Uttarakhand,Almora,2015,Rabi,Maize,1758.99,33.5,40.5,Red,Tube Well,371.56,23.46,2504.24,3.76,40922.9,137794.0
786,Uttarakhand,Almora,2015,Zaid,Wheat,1889.95,24.0,53.4,Alluvial,Drip,257.13,41.52,4339.13,7.36,37670.81,341695.0
787,Uttarakhand,Almora,2015,Kharif,Barley,1941.28,31.2,42.8,Laterite,Canal,249.13,18.44,3730.96,8.31,31049.26,478818.99999999994
788,Uttarakhand,Almora,2015,Rabi,Cotton,1978.86,31.6,84.5,Sandy,Tube Well,229.71,57.71,2681.84,3.14,47990.52,142146.0
789,Uttarakhand,Almora,2015,Rabi,Cotton,956.78,18.8,63.6,Alluvial,Canal,187.31,38.68,2223.95,4.52,63312.11,160066.0
790,Uttarakhand,Almora,2015,Rabi,Millets,2069.02,20.9,72.5,Alluvial,Tube Well,259.27,20.94,2834.89,2.39,37801.71,58580.99999999999
791,Uttarakhand,Almora,2015,Rabi,Wheat,791.19,34.5,41.8,Sandy,Sprinkler,245.35,5.28,1826.05,7.29,14644.81,124828.0
792,Uttarakhand,Almora,2015,Kharif,Maize,2116.63,32.3,42.8,Laterite,Tube Well,343.22,28.76,4599.47,3.32,13703.24,264623.0
793,Uttarakhand,Pauri,2015,Zaid,Barley,2140.43,20.0,49.4,Black,Rain-fed,170.81,22.09,2863.15,6.16,29091.43,243067.0
794,Uttarakhand,Pauri,2015,Kharif,Maize,1149.36,22.0,51.8,Black,Sprinkler,168.93,55.99,2359.66,2.54,53467.5,97926.0
795,Uttarakhand,Pauri,2015,Kharif,Millets,1649.44,28.1,72.7,Laterite,Canal,193.02,24.48,2386.11,8.22,36448.05,335898.0
796,Uttarakhand,Pauri,2015,Rabi,Maize,1507.38,24.0,48.3,Black,Tube Well,254.88,12.0,2762.02,5.33,27547.19,228969.99999999997
797,Uttarakhand,Pauri,2015,Rabi,Wheat,1233.05,33.3,63.5,Sandy,Tube Well,385.68,9.66,1423.86,8.4,17673.59,166769.0
798,Uttarakhand,Pauri,2015,Kharif,Pulses,1955.77,20.4,67.2,Black,Drip,254.33,44.43,3537.71,4.97,41788.61,310730.0
799,Uttarakhand,Pauri,2015,Zaid,Cotton,1530.83,32.4,86.5,Alluvial,Drip,372.25,39.3,1083.43,1.69,20110.17,30758.999999999996
800,Uttarakhand,Pauri,2015,Zaid,Sugarcane,586.49,18.5,62.8,Red,Sprinkler,206.29,55.93,1569.63,4.73,21754.33,76837.0
801,Uttarakhand,Pauri,2015,Zaid,Millets,1946.76,30.3,58.8,Black,Tube Well,304.48,15.16,4110.9,6.0,21051.1,380258.0
802,Uttarakhand,Pauri,2015,Rabi,Millets,922.07,31.4,87.8,Black,Canal,247.19,41.72,2016.83,6.29,17688.8,154374.0
803,Uttarakhand,Pauri,2015,Kharif,Cotton,1222.75,29.3,35.6,Laterite,Tube Well,171.1,40.48,4476.78,5.73,14259.49,437893.99999999994
804,Uttarakhand,Pauri,2015,Kharif,Cotton,416.42,21.2,62.5,Red,Sprinkler,394.41,16.59,4522.5,5.03,39191.39,221680.00000000003
805,Uttarakhand,Pauri,2015,Rabi,Pulses,1227.07,35.2,42.7,Sandy,Drip,363.98,41.21,4625.04,1.7,56484.25,100935.0
806,Uttarakhand,Pauri,2015,Kharif,Cotton,632.96,24.5,87.5,Alluvial,Tube Well,189.24,38.96,2078.49,1.53,57157.65,30502.999999999996
807,Uttarakhand,Pauri,2015,Rabi,Millets,982.59,22.6,77.4,Alluvial,Canal,416.91,48.76,616.62,7.63,50592.65,55709.0
808,Uttarakhand,Pauri,2015,Rabi,Cotton,606.05,34.9,39.0,Black,Sprinkler,355.34,38.36,4219.33,7.94,29021.44,502095.0
809,Uttarakhand,Pauri,2015,Kharif,Sugarcane,752.29,27.8,72.3,Alluvial,Drip,140.2,45.82,2226.91,5.06,53870.22,99838.0
810,Uttarakhand,Pauri,2015,Zaid,Wheat,1858.02,35.9,54.8,Sandy,Tube Well,213.21,35.06,452.63,2.55,50688.79,19748.0
811,Uttar Pradesh,Lucknow,2015,Rabi,Sugarcane,1898.33,29.4,61.1,Alluvial,Sprinkler,190.84,39.02,2837.62,2.21,15559.2,76979.0
812,Uttar Pradesh,Lucknow,2015,Rabi,Rice,628.95,28.3,40.6,Laterite,Rain-fed,249.48,7.83,2748.64,1.36,55530.37,40742.0
813,Uttar Pradesh,Lucknow,2015,Zaid,Rice,1970.4,21.2,50.8,Alluvial,Sprinkler,263.77,18.28,2637.02,5.66,28548.68,211740.0
814,Uttar Pradesh,Lucknow,2015,Zaid,Millets,2086.47,37.7,70.9,Red,Canal,62.91,28.18,1082.51,7.68,15147.77,83489.0
815,Uttar Pradesh,Lucknow,2015,Zaid,Sugarcane,1288.4,34.1,66.0,Sandy,Canal,294.0,50.93,4056.69,3.72,15750.44,183541.0
816,Uttar Pradesh,Lucknow,2015,Kharif,Millets,2103.88,23.4,37.3,Alluvial,Canal,64.24,32.92,3286.65,4.35,28081.17,235875.0
817,Uttar Pradesh,Lucknow,2015,Zaid,Wheat,1792.5,34.2,64.4,Black,Tube Well,394.12,42.51,3715.83,5.23,14763.44,304271.0
818,Uttar Pradesh,Lucknow,2015,Kharif,Barley,1389.18,20.3,41.5,Sandy,Canal,296.26,54.7,1823.77,3.7,60657.64,70055.0
819,Uttar Pradesh,Lucknow,2015,Kharif,Sugarcane,1143.52,33.1,79.4,Black,Tube Well,264.49,7.52,4028.66,7.57,25245.89,261323.0
820,Uttar Pradesh,Lucknow,2015,Kharif,Maize,908.67,24.3,68.1,Red,Sprinkler,406.17,59.89,735.61,4.1,46851.89,43931.0
821,Uttar Pradesh,Lucknow,2015,Zaid,Sugarcane,1290.87,32.7,54.6,Black,Sprinkler,416.04,17.12,3594.36,8.07,53351.05,316949.0
822,Uttar Pradesh,Lucknow,2015,Zaid,Cotton,973.95,28.8,40.7,Black,Rain-fed,188.65,27.6,4757.76,4.75,16157.64,386912.0
823,Uttar Pradesh,Lucknow,2015,Kharif,Sugarcane,620.95,32.5,78.3,Red,Rain-fed,64.35,17.93,2257.36,6.78,62511.38,125698.0
824,Uttar Pradesh,Lucknow,2015,Rabi,Barley,940.74,37.3,38.3,Black,Tube Well,391.83,26.12,192.36,3.99,35533.05,7863.0
825,Uttar Pradesh,Lucknow,2015,Zaid,Wheat,1588.72,18.6,77.0,Black,Canal,424.89,55.05,3796.94,3.65,55892.35,147255.0
826,Uttar Pradesh,Lucknow,2015,Zaid,Pulses,1706.42,30.4,82.6,Red,Sprinkler,363.05,56.07,3786.76,7.09,41324.59,470506.00000000006
827,Uttar Pradesh,Lucknow,2015,Rabi,Millets,1162.9,32.4,77.3,Red,Canal,154.04,57.82,2389.93,8.45,24626.03,344871.0
828,Uttar Pradesh,Lucknow,2015,Kharif,Sugarcane,1788.41,23.9,66.4,Alluvial,Rain-fed,65.44,20.08,1416.86,3.03,46610.65,67469.0
829,Uttar Pradesh,Kanpur,2015,Rabi,Pulses,1904.8,35.0,59.4,Alluvial,Sprinkler,56.91,5.49,281.32,3.82,45800.38,14579.0
830,Uttar Pradesh,Kanpur,2015,Zaid,Rice,897.6,30.2,52.3,Black,Drip,75.62,14.89,3853.29,3.22,58059.93,115046.0
