State,District,Year,Crime_Type,Cases_Reported,Chargesheeted,Convictions,Population,Crime_Rate_per_100k
Bihar,Rohtas,2022,Fraud,986,660,237,4198304,23.49
Bihar,Rohtas,2023,Murder,986,710,351,4198304,23.49
Bihar,Rohtas,2023,Rape,587,398,260,4198304,13.98
Bihar,Rohtas,2023,Kidnapping,871,678,255,4198304,20.75
Bihar,Rohtas,2023,Theft,168,135,58,4198304,4
Bihar,Rohtas,2023,Robbery,1168,801,473,4198304,27.82
Bihar,Rohtas,2023,Assault,182,147,70,4198304,4.34
Bihar,Rohtas,2023,Burglary,565,428,234,4198304,13.46
Bihar,Rohtas,2023,Cybercrime,1038,963,347,4198304,24.72
Bihar,Rohtas,2023,Dowry Deaths,119,111,67,4198304,2.83
Bihar,Rohtas,2023,Fraud,867,704,248,4198304,20.65
Bihar,Sitamarhi,2014,Murder,255,222,142,1510328,16.88
Bihar,Sitamarhi,2014,Rape,1160,1003,736,1510328,76.8
Bihar,Sitamarhi,2014,Kidnapping,946,645,304,1510328,62.64
Bihar,Sitamarhi,2014,Theft,872,699,455,1510328,57.74
Bihar,Sitamarhi,2014,Robbery,142,116,81,1510328,9.4
Bihar,Sitamarhi,2014,Assault,607,528,294,1510328,40.19
Bihar,Sitamarhi,2014,Burglary,761,704,390,1510328,50.39
Bihar,Sitamarhi,2014,Cybercrime,1035,945,430,1510328,68.53
Bihar,Sitamarhi,2014,Dowry Deaths,1164,956,544,1510328,77.07
Bihar,Sitamarhi,2014,Fraud,1174,1096,710,1510328,77.73
Bihar,Sitamarhi,2015,Murder,604,417,157,1510328,39.99
Bihar,Sitamarhi,2015,Rape,218,157,79,1510328,14.43
Bihar,Sitamarhi,2015,Kidnapping,342,296,180,1510328,22.64
Bihar,Sitamarhi,2015,Theft,181,131,82,1510328,11.98
Bihar,Sitamarhi,2015,Robbery,508,475,172,1510328,33.64
Bihar,Sitamarhi,2015,Assault,91,77,27,1510328,6.03
Bihar,Sitamarhi,2015,Burglary,901,634,460,1510328,59.66
Bihar,Sitamarhi,2015,Cybercrime,900,783,290,1510328,59.59
Bihar,Sitamarhi,2015,Dowry Deaths,925,628,321,1510328,61.24
Bihar,Sitamarhi,2015,Fraud,822,702,512,1510328,54.43
Bihar,Sitamarhi,2016,Murder,295,195,138,1510328,19.53
Bihar,Sitamarhi,2016,Rape,1128,947,426,1510328,74.69
Bihar,Sitamarhi,2016,Kidnapping,685,581,367,1510328,45.35
Bihar,Sitamarhi,2016,Theft,993,724,363,1510328,65.75
Bihar,Sitamarhi,2016,Robbery,835,681,272,1510328,55.29
Bihar,Sitamarhi,2016,Assault,652,537,238,1510328,43.17
Bihar,Sitamarhi,2016,Burglary,870,632,434,1510328,57.6
Bihar,Sitamarhi,2016,Cybercrime,661,580,391,1510328,43.77
Bihar,Sitamarhi,2016,Dowry Deaths,74,53,18,1510328,4.9
Bihar,Sitamarhi,2016,Fraud,714,495,231,1510328,47.27
Bihar,Sitamarhi,2017,Murder,370,303,111,1510328,24.5
Bihar,Sitamarhi,2017,Rape,476,432,230,1510328,31.52
Bihar,Sitamarhi,2017,Kidnapping,49,38,27,1510328,3.24
Bihar,Sitamarhi,2017,Theft,341,246,133,1510328,22.58
Bihar,Sitamarhi,2017,Robbery,548,445,219,1510328,36.28
Bihar,Sitamarhi,2017,Assault,733,496,339,1510328,48.53
Bihar,Sitamarhi,2017,Burglary,826,739,502,1510328,54.69
Bihar,Sitamarhi,2017,Cybercrime,768,575,412,1510328,50.85
Bihar,Sitamarhi,2017,Dowry Deaths,93,60,22,1510328,6.16
Bihar,Sitamarhi,2017,Fraud,172,114,51,1510328,11.39
Bihar,Sitamarhi,2018,Murder,420,362,172,1510328,27.81
Bihar,Sitamarhi,2018,Rape,262,222,83,1510328,17.35
Bihar,Sitamarhi,2018,Kidnapping,664,614,259,1510328,43.96
Bihar,Sitamarhi,2018,Theft,458,364,268,1510328,30.32
Bihar,Sitamarhi,2018,Robbery,344,320,217,1510328,22.78
Bihar,Sitamarhi,2018,Assault,1000,826,615,1510328,66.21
Bihar,Sitamarhi,2018,Burglary,106,72,49,1510328,7.02
Bihar,Sitamarhi,2018,Cybercrime,120,105,62,1510328,7.95
Bihar,Sitamarhi,2018,Dowry Deaths,924,873,569,1510328,61.18
Bihar,Sitamarhi,2018,Fraud,583,497,238,1510328,38.6
Bihar,Sitamarhi,2019,Murder,684,580,345,1510328,45.29
Bihar,Sitamarhi,2019,Rape,296,241,103,1510328,19.6
Bihar,Sitamarhi,2019,Kidnapping,848,697,477,1510328,56.15
Bihar,Sitamarhi,2019,Theft,378,295,208,1510328,25.03
Bihar,Sitamarhi,2019,Robbery,26,18,7,1510328,1.72
Bihar,Sitamarhi,2019,Assault,1135,828,366,1510328,75.15
Bihar,Sitamarhi,2019,Burglary,500,469,339,1510328,33.11
Bihar,Sitamarhi,2019,Cybercrime,631,497,239,1510328,41.78
Bihar,Sitamarhi,2019,Dowry Deaths,330,308,118,1510328,21.85
Bihar,Sitamarhi,2019,Fraud,796,687,260,1510328,52.7
Bihar,Sitamarhi,2020,Murder,559,379,133,1510328,37.01
Bihar,Sitamarhi,2020,Rape,215,193,101,1510328,14.24
Bihar,Sitamarhi,2020,Kidnapping,553,427,221,1510328,36.61
Bihar,Sitamarhi,2020,Theft,268,199,139,1510328,17.74
Bihar,Sitamarhi,2020,Robbery,532,383,180,1510328,35.22
Bihar,Sitamarhi,2020,Assault,27,22,12,1510328,1.79
Bihar,Sitamarhi,2020,Burglary,984,882,477,1510328,65.15
Bihar,Sitamarhi,2020,Cybercrime,1116,967,503,1510328,73.89
Bihar,Sitamarhi,2020,Dowry Deaths,216,174,100,1510328,14.3
Bihar,Sitamarhi,2020,Fraud,34,28,20,1510328,2.25
Bihar,Sitamarhi,2021,Murder,787,672,495,1510328,52.11
Bihar,Sitamarhi,2021,Rape,120,80,51,1510328,7.95
Bihar,Sitamarhi,2021,Kidnapping,570,453,160,1510328,37.74
Bihar,Sitamarhi,2021,Theft,864,800,297,1510328,57.21
Bihar,Sitamarhi,2021,Robbery,427,363,166,1510328,28.27
Bihar,Sitamarhi,2021,Assault,60,55,39,1510328,3.97
Bihar,Sitamarhi,2021,Burglary,835,598,253,1510328,55.29
Bihar,Sitamarhi,2021,Cybercrime,228,155,64,1510328,15.1
Bihar,Sitamarhi,2021,Dowry Deaths,369,279,122,1510328,24.43
Bihar,Sitamarhi,2021,Fraud,337,221,149,1510328,22.31
Bihar,Sitamarhi,2022,Murder,1069,824,471,1510328,70.78
Bihar,Sitamarhi,2022,Rape,885,793,479,1510328,58.6
Bihar,Sitamarhi,2022,Kidnapping,517,427,246,1510328,34.23
Bihar,Sitamarhi,2022,Theft,577,396,253,1510328,38.2
Bihar,Sitamarhi,2022,Robbery,447,295,170,1510328,29.6
Bihar,Sitamarhi,2022,Assault,1144,897,338,1510328,75.75
Bihar,Sitamarhi,2022,Burglary,827,557,407,1510328,54.76
Bihar,Sitamarhi,2022,Cybercrime,518,483,325,1510328,34.3
Bihar,Sitamarhi,2022,Dowry Deaths,1151,762,324,1510328,76.21
Bihar,Sitamarhi,2022,Fraud,687,508,277,1510328,45.49
Bihar,Sitamarhi,2023,Murder,1180,1011,546,1510328,78.13
Bihar,Sitamarhi,2023,Rape,742,665,455,1510328,49.13
Bihar,Sitamarhi,2023,Kidnapping,898,609,219,1510328,59.46
Bihar,Sitamarhi,2023,Theft,1134,761,420,1510328,75.08
Bihar,Sitamarhi,2023,Robbery,1017,819,342,1510328,67.34
Bihar,Sitamarhi,2023,Assault,895,586,439,1510328,59.26
Bihar,Sitamarhi,2023,Burglary,1020,702,391,1510328,67.53
Bihar,Sitamarhi,2023,Cybercrime,1154,1043,561,1510328,76.41
Bihar,Sitamarhi,2023,Dowry Deaths,808,616,318,1510328,53.5
Bihar,Sitamarhi,2023,Fraud,359,310,170,1510328,23.77
Bihar,Kishanganj,2014,Murder,251,212,106,5286244,4.75
Bihar,Kishanganj,2014,Rape,125,83,40,5286244,2.36
Bihar,Kishanganj,2014,Kidnapping,1066,694,261,5286244,20.17
Bihar,Kishanganj,2014,Theft,767,698,374,5286244,14.51
Bihar,Kishanganj,2014,Robbery,1093,856,636,5286244,20.68
Bihar,Kishanganj,2014,Assault,440,367,242,5286244,8.32
Bihar,Kishanganj,2014,Burglary,1025,800,376,5286244,19.39
Bihar,Kishanganj,2014,Cybercrime,1143,799,444,5286244,21.62
Bihar,Kishanganj,2014,Dowry Deaths,414,328,131,5286244,7.83
Bihar,Kishanganj,2014,Fraud,911,716,516,5286244,17.23
Bihar,Kishanganj,2015,Murder,844,714,406,5286244,15.97
Bihar,Kishanganj,2015,Rape,485,460,228,5286244,9.17
Bihar,Kishanganj,2015,Kidnapping,339,235,129,5286244,6.41
Bihar,Kishanganj,2015,Theft,722,578,318,5286244,13.66
Bihar,Kishanganj,2015,Robbery,573,442,219,5286244,10.84
Bihar,Kishanganj,2015,Assault,361,276,103,5286244,6.83
Bihar,Kishanganj,2015,Burglary,236,196,79,5286244,4.46
Bihar,Kishanganj,2015,Cybercrime,881,586,215,5286244,16.67
Bihar,Kishanganj,2015,Dowry Deaths,785,634,400,5286244,14.85
Bihar,Kishanganj,2015,Fraud,261,204,89,5286244,4.94
Bihar,Kishanganj,2016,Murder,1194,907,594,5286244,22.59
Bihar,Kishanganj,2016,Rape,1011,664,453,5286244,19.13
Bihar,Kishanganj,2016,Kidnapping,956,680,501,5286244,18.08
Bihar,Kishanganj,2016,Theft,119,94,64,5286244,2.25
Bihar,Kishanganj,2016,Robbery,741,625,409,5286244,14.02
Bihar,Kishanganj,2016,Assault,1120,1062,620,5286244,21.19
Bihar,Kishanganj,2016,Burglary,672,471,177,5286244,12.71
Bihar,Kishanganj,2016,Cybercrime,28,22,10,5286244,0.53
Bihar,Kishanganj,2016,Dowry Deaths,220,202,132,5286244,4.16
Bihar,Kishanganj,2016,Fraud,853,734,413,5286244,16.14
Bihar,Kishanganj,2017,Murder,812,571,215,5286244,15.36
Bihar,Kishanganj,2017,Rape,1065,944,460,5286244,20.15
Bihar,Kishanganj,2017,Kidnapping,974,635,437,5286244,18.43
Bihar,Kishanganj,2017,Theft,476,396,295,5286244,9
Bihar,Kishanganj,2017,Robbery,139,112,73,5286244,2.63
Bihar,Kishanganj,2017,Assault,875,724,346,5286244,16.55
Bihar,Kishanganj,2017,Burglary,1110,924,451,5286244,21
Bihar,Kishanganj,2017,Cybercrime,805,612,328,5286244,15.23
Bihar,Kishanganj,2017,Dowry Deaths,103,89,55,5286244,1.95
Bihar,Kishanganj,2017,Fraud,279,218,94,5286244,5.28
Bihar,Kishanganj,2018,Murder,563,438,181,5286244,10.65
Bihar,Kishanganj,2018,Rape,256,228,101,5286244,4.84
Bihar,Kishanganj,2018,Kidnapping,555,467,289,5286244,10.5
Bihar,Kishanganj,2018,Theft,812,559,287,5286244,15.36
Bihar,Kishanganj,2018,Robbery,23,19,8,5286244,0.44
Bihar,Kishanganj,2018,Assault,1036,763,480,5286244,19.6
Bihar,Kishanganj,2018,Burglary,495,442,212,5286244,9.36
Bihar,Kishanganj,2018,Cybercrime,333,299,200,5286244,6.3
Bihar,Kishanganj,2018,Dowry Deaths,39,36,18,5286244,0.74
Bihar,Kishanganj,2018,Fraud,1073,870,368,5286244,20.3
Bihar,Kishanganj,2019,Murder,324,299,171,5286244,6.13
Bihar,Kishanganj,2019,Rape,711,524,327,5286244,13.45
Bihar,Kishanganj,2019,Kidnapping,246,167,61,5286244,4.65
Bihar,Kishanganj,2019,Theft,1053,768,458,5286244,19.92
Bihar,Kishanganj,2019,Robbery,344,290,201,5286244,6.51
Bihar,Kishanganj,2019,Assault,498,341,122,5286244,9.42
Bihar,Kishanganj,2019,Burglary,701,647,251,5286244,13.26
Bihar,Kishanganj,2019,Cybercrime,980,892,420,5286244,18.54
Bihar,Kishanganj,2019,Dowry Deaths,618,581,292,5286244,11.69
Bihar,Kishanganj,2019,Fraud,1035,793,432,5286244,19.58
Bihar,Kishanganj,2020,Murder,118,99,65,5286244,2.23
Bihar,Kishanganj,2020,Rape,40,29,16,5286244,0.76
Bihar,Kishanganj,2020,Kidnapping,991,717,395,5286244,18.75
Bihar,Kishanganj,2020,Theft,1131,809,570,5286244,21.4
Bihar,Kishanganj,2020,Robbery,100,73,41,5286244,1.89
Bihar,Kishanganj,2020,Assault,596,391,147,5286244,11.27
Bihar,Kishanganj,2020,Burglary,251,233,127,5286244,4.75
Bihar,Kishanganj,2020,Cybercrime,895,720,430,5286244,16.93
Bihar,Kishanganj,2020,Dowry Deaths,986,716,499,5286244,18.65
Bihar,Kishanganj,2020,Fraud,303,198,80,5286244,5.73
Bihar,Kishanganj,2021,Murder,951,767,414,5286244,17.99
Bihar,Kishanganj,2021,Rape,582,415,225,5286244,11.01
Bihar,Kishanganj,2021,Kidnapping,204,149,82,5286244,3.86
Bihar,Kishanganj,2021,Theft,591,505,300,5286244,11.18
Bihar,Kishanganj,2021,Robbery,1146,1076,709,5286244,21.68
Bihar,Kishanganj,2021,Assault,94,76,54,5286244,1.78
Bihar,Kishanganj,2021,Burglary,20,13,6,5286244,0.38
Bihar,Kishanganj,2021,Cybercrime,728,615,224,5286244,13.77
Bihar,Kishanganj,2021,Dowry Deaths,874,736,392,5286244,16.53
Bihar,Kishanganj,2021,Fraud,767,501,332,5286244,14.51
Bihar,Kishanganj,2022,Murder,701,579,399,5286244,13.26
Bihar,Kishanganj,2022,Rape,1177,913,532,5286244,22.27
Bihar,Kishanganj,2022,Kidnapping,669,490,233,5286244,12.66
Bihar,Kishanganj,2022,Theft,434,326,215,5286244,8.21
Bihar,Kishanganj,2022,Robbery,487,408,182,5286244,9.21
Bihar,Kishanganj,2022,Assault,509,358,222,5286244,9.63
Bihar,Kishanganj,2022,Burglary,390,308,122,5286244,7.38
Bihar,Kishanganj,2022,Cybercrime,742,529,218,5286244,14.04
Bihar,Kishanganj,2022,Dowry Deaths,465,363,212,5286244,8.8
Bihar,Kishanganj,2022,Fraud,291,194,90,5286244,5.5
Bihar,Kishanganj,2023,Murder,1027,944,544,5286244,19.43
Bihar,Kishanganj,2023,Rape,707,497,204,5286244,13.37
Bihar,Kishanganj,2023,Kidnapping,659,447,246,5286244,12.47
Bihar,Kishanganj,2023,Theft,1026,815,428,5286244,19.41
Bihar,Kishanganj,2023,Robbery,283,238,156,5286244,5.35
Bihar,Kishanganj,2023,Assault,646,579,297,5286244,12.22
Bihar,Kishanganj,2023,Burglary,688,512,232,5286244,13.01
Bihar,Kishanganj,2023,Cybercrime,513,382,215,5286244,9.7
Bihar,Kishanganj,2023,Dowry Deaths,785,525,384,5286244,14.85
Bihar,Kishanganj,2023,Fraud,702,514,383,5286244,13.28
Bihar,Jamui,2014,Murder,1113,1023,670,3266935,34.07
Bihar,Jamui,2014,Rape,1142,786,417,3266935,34.96
Bihar,Jamui,2014,Kidnapping,724,584,229,3266935,22.16
Bihar,Jamui,2014,Theft,560,440,205,3266935,17.14
Bihar,Jamui,2014,Robbery,859,813,452,3266935,26.29
Bihar,Jamui,2014,Assault,1000,912,604,3266935,30.61
Bihar,Jamui,2014,Burglary,698,498,190,3266935,21.37
Bihar,Jamui,2014,Cybercrime,834,546,213,3266935,25.53
Bihar,Jamui,2014,Dowry Deaths,722,561,361,3266935,22.1
Bihar,Jamui,2014,Fraud,934,874,333,3266935,28.59
Bihar,Jamui,2015,Murder,511,380,214,3266935,15.64
Bihar,Jamui,2015,Rape,354,310,182,3266935,10.84
Bihar,Jamui,2015,Kidnapping,453,387,217,3266935,13.87
Bihar,Jamui,2015,Theft,381,268,197,3266935,11.66
Bihar,Jamui,2015,Robbery,774,531,339,3266935,23.69
Bihar,Jamui,2015,Assault,897,653,292,3266935,27.46
Bihar,Jamui,2015,Burglary,131,119,83,3266935,4.01
Bihar,Jamui,2015,Cybercrime,917,744,279,3266935,28.07
Bihar,Jamui,2015,Dowry Deaths,367,339,174,3266935,11.23
Bihar,Jamui,2015,Fraud,418,278,200,3266935,12.79
Bihar,Jamui,2016,Murder,309,202,123,3266935,9.46
Bihar,Jamui,2016,Rape,711,549,368,3266935,21.76
Bihar,Jamui,2016,Kidnapping,1031,715,302,3266935,31.56
Bihar,Jamui,2016,Theft,1009,885,372,3266935,30.89
Bihar,Jamui,2016,Robbery,1108,1031,723,3266935,33.92
Bihar,Jamui,2016,Assault,771,678,295,3266935,23.6
Bihar,Jamui,2016,Burglary,1124,882,384,3266935,34.41
Bihar,Jamui,2016,Cybercrime,834,748,480,3266935,25.53
Bihar,Jamui,2016,Dowry Deaths,669,476,304,3266935,20.48
Bihar,Jamui,2016,Fraud,1081,912,578,3266935,33.09
Bihar,Jamui,2017,Murder,523,352,180,3266935,16.01
Bihar,Jamui,2017,Rape,580,550,223,3266935,17.75
Bihar,Jamui,2017,Kidnapping,501,419,296,3266935,15.34
Bihar,Jamui,2017,Theft,1100,1001,609,3266935,33.67
Bihar,Jamui,2017,Robbery,37,24,17,3266935,1.13
Bihar,Jamui,2017,Assault,81,55,28,3266935,2.48
Bihar,Jamui,2017,Burglary,69,64,23,3266935,2.11
Bihar,Jamui,2017,Cybercrime,483,323,142,3266935,14.78
Bihar,Jamui,2017,Dowry Deaths,933,678,395,3266935,28.56
Bihar,Jamui,2017,Fraud,218,166,67,3266935,6.67
Bihar,Jamui,2018,Murder,175,123,55,3266935,5.36
Bihar,Jamui,2018,Rape,73,59,31,3266935,2.23
Bihar,Jamui,2018,Kidnapping,1022,964,588,3266935,31.28
Bihar,Jamui,2018,Theft,331,300,212,3266935,10.13
Bihar,Jamui,2018,Robbery,275,182,116,3266935,8.42
Bihar,Jamui,2018,Assault,474,392,147,3266935,14.51
Bihar,Jamui,2018,Burglary,442,402,274,3266935,13.53
Bihar,Jamui,2018,Cybercrime,794,597,224,3266935,24.3
Bihar,Jamui,2018,Dowry Deaths,582,479,286,3266935,17.81
Bihar,Jamui,2018,Fraud,668,617,311,3266935,20.45
Bihar,Jamui,2019,Murder,753,592,305,3266935,23.05
Bihar,Jamui,2019,Rape,898,659,360,3266935,27.49
Bihar,Jamui,2019,Kidnapping,487,445,235,3266935,14.91
Bihar,Jamui,2019,Theft,537,509,279,3266935,16.44
Bihar,Jamui,2019,Robbery,600,408,176,3266935,18.37
Bihar,Jamui,2019,Assault,99,64,45,3266935,3.03
Bihar,Jamui,2019,Burglary,1161,904,339,3266935,35.54
Bihar,Jamui,2019,Cybercrime,645,435,207,3266935,19.74
Bihar,Jamui,2019,Dowry Deaths,993,726,526,3266935,30.4
Bihar,Jamui,2019,Fraud,247,225,168,3266935,7.56
Bihar,Jamui,2020,Murder,53,35,25,3266935,1.62
Bihar,Jamui,2020,Rape,1124,990,535,3266935,34.41
Bihar,Jamui,2020,Kidnapping,746,602,363,3266935,22.83
Bihar,Jamui,2020,Theft,890,601,385,3266935,27.24
Bihar,Jamui,2020,Robbery,510,368,226,3266935,15.61
Bihar,Jamui,2020,Assault,699,652,483,3266935,21.4
Bihar,Jamui,2020,Burglary,159,127,74,3266935,4.87
Bihar,Jamui,2020,Cybercrime,706,568,274,3266935,21.61
Bihar,Jamui,2020,Dowry Deaths,425,336,201,3266935,13.01
Bihar,Jamui,2020,Fraud,1177,896,594,3266935,36.03
Bihar,Jamui,2021,Murder,81,58,42,3266935,2.48
Bihar,Jamui,2021,Rape,310,275,107,3266935,9.49
Bihar,Jamui,2021,Kidnapping,966,897,599,3266935,29.57
Bihar,Jamui,2021,Theft,699,610,350,3266935,21.4
Bihar,Jamui,2021,Robbery,52,38,25,3266935,1.59
Bihar,Jamui,2021,Assault,278,251,172,3266935,8.51
Bihar,Jamui,2021,Burglary,437,414,212,3266935,13.38
Bihar,Jamui,2021,Cybercrime,613,573,230,3266935,18.76
Bihar,Jamui,2021,Dowry Deaths,394,325,240,3266935,12.06
Bihar,Jamui,2021,Fraud,259,210,148,3266935,7.93
Bihar,Jamui,2022,Murder,225,167,59,3266935,6.89
Bihar,Jamui,2022,Rape,945,784,337,3266935,28.93
Bihar,Jamui,2022,Kidnapping,524,474,175,3266935,16.04
Bihar,Jamui,2022,Theft,863,753,458,3266935,26.42
Bihar,Jamui,2022,Robbery,816,572,285,3266935,24.98
Bihar,Jamui,2022,Assault,624,487,176,3266935,19.1
Bihar,Jamui,2022,Burglary,259,191,86,3266935,7.93
Bihar,Jamui,2022,Cybercrime,321,248,185,3266935,9.83
Bihar,Jamui,2022,Dowry Deaths,795,739,450,3266935,24.33
Bihar,Jamui,2022,Fraud,663,579,407,3266935,20.29
Bihar,Jamui,2023,Murder,704,612,334,3266935,21.55
Bihar,Jamui,2023,Rape,984,772,520,3266935,30.12
Bihar,Jamui,2023,Kidnapping,464,374,151,3266935,14.2
Bihar,Jamui,2023,Theft,892,843,505,3266935,27.3
Bihar,Jamui,2023,Robbery,235,193,94,3266935,7.19
Bihar,Jamui,2023,Assault,597,481,254,3266935,18.27
Bihar,Jamui,2023,Burglary,1124,968,362,3266935,34.41
Bihar,Jamui,2023,Cybercrime,405,277,125,3266935,12.4
Bihar,Jamui,2023,Dowry Deaths,340,236,120,3266935,10.41
Bihar,Jamui,2023,Fraud,221,157,67,3266935,6.76
Bihar,Araria,2014,Murder,839,555,232,3952267,21.23
Bihar,Araria,2014,Rape,1200,846,338,3952267,30.36
Bihar,Araria,2014,Kidnapping,511,351,209,3952267,12.93
Bihar,Araria,2014,Theft,832,718,312,3952267,21.05
Bihar,Araria,2014,Robbery,413,364,234,3952267,10.45
Bihar,Araria,2014,Assault,1187,904,400,3952267,30.03
Bihar,Araria,2014,Burglary,515,372,259,3952267,13.03
Bihar,Araria,2014,Cybercrime,981,888,462,3952267,24.82
Bihar,Araria,2014,Dowry Deaths,1105,821,411,3952267,27.96
Bihar,Araria,2014,Fraud,993,732,492,3952267,25.12
Bihar,Araria,2015,Murder,243,226,130,3952267,6.15
Bihar,Araria,2015,Rape,228,185,116,3952267,5.77
Bihar,Araria,2015,Kidnapping,448,363,166,3952267,11.34
Bihar,Araria,2015,Theft,753,558,381,3952267,19.05
Bihar,Araria,2015,Robbery,550,364,172,3952267,13.92
Bihar,Araria,2015,Assault,1048,967,636,3952267,26.52
Bihar,Araria,2015,Burglary,468,382,268,3952267,11.84
Bihar,Araria,2015,Cybercrime,45,39,24,3952267,1.14
Bihar,Araria,2015,Dowry Deaths,1134,888,318,3952267,28.69
Bihar,Araria,2015,Fraud,723,537,358,3952267,18.29
Bihar,Araria,2016,Murder,1063,804,463,3952267,26.9
Bihar,Araria,2016,Rape,741,692,248,3952267,18.75
Bihar,Araria,2016,Kidnapping,695,466,191,3952267,17.58
Bihar,Araria,2016,Theft,1066,701,437,3952267,26.97
Bihar,Araria,2016,Robbery,716,675,331,3952267,18.12
Bihar,Araria,2016,Assault,341,318,138,3952267,8.63
Bihar,Araria,2016,Burglary,875,739,273,3952267,22.14
Bihar,Araria,2016,Cybercrime,88,81,45,3952267,2.23
Bihar,Araria,2016,Dowry Deaths,298,278,187,3952267,7.54
Bihar,Araria,2016,Fraud,92,64,24,3952267,2.33
Bihar,Araria,2017,Murder,536,442,326,3952267,13.56
Bihar,Araria,2017,Rape,297,224,142,3952267,7.51
Bihar,Araria,2017,Kidnapping,166,146,106,3952267,4.2
Bihar,Araria,2017,Theft,84,78,44,3952267,2.13
Bihar,Araria,2017,Robbery,301,260,129,3952267,7.62
Bihar,Araria,2017,Assault,144,104,47,3952267,3.64
Bihar,Araria,2017,Burglary,510,367,167,3952267,12.9
Bihar,Araria,2017,Cybercrime,624,437,256,3952267,15.79
Bihar,Araria,2017,Dowry Deaths,179,152,53,3952267,4.53
Bihar,Araria,2017,Fraud,49,35,24,3952267,1.24
Bihar,Araria,2018,Murder,149,116,50,3952267,3.77
Bihar,Araria,2018,Rape,629,564,421,3952267,15.91
Bihar,Araria,2018,Kidnapping,851,593,340,3952267,21.53
Bihar,Araria,2018,Theft,1142,855,626,3952267,28.89
Bihar,Araria,2018,Robbery,452,326,173,3952267,11.44
Bihar,Araria,2018,Assault,666,581,304,3952267,16.85
Bihar,Araria,2018,Burglary,1060,697,486,3952267,26.82
Bihar,Araria,2018,Cybercrime,189,123,63,3952267,4.78
Bihar,Araria,2018,Dowry Deaths,299,243,115,3952267,7.57
Bihar,Araria,2018,Fraud,1024,668,280,3952267,25.91
Bihar,Araria,2019,Murder,1076,960,606,3952267,27.22
Bihar,Araria,2019,Rape,887,821,545,3952267,22.44
Bihar,Araria,2019,Kidnapping,98,83,42,3952267,2.48
Bihar,Araria,2019,Theft,523,476,332,3952267,13.23
Bihar,Araria,2019,Robbery,331,256,89,3952267,8.37
Bihar,Araria,2019,Assault,265,238,172,3952267,6.71
Bihar,Araria,2019,Burglary,394,362,252,3952267,9.97
Bihar,Araria,2019,Cybercrime,491,369,140,3952267,12.42
Bihar,Araria,2019,Dowry Deaths,525,368,228,3952267,13.28
Bihar,Araria,2019,Fraud,985,644,278,3952267,24.92
Bihar,Araria,2020,Murder,399,328,121,3952267,10.1
Bihar,Araria,2020,Rape,823,717,393,3952267,20.82
Bihar,Araria,2020,Kidnapping,24,17,11,3952267,0.61
Bihar,Araria,2020,Theft,1042,681,302,3952267,26.36
Bihar,Araria,2020,Robbery,399,268,148,3952267,10.1
Bihar,Araria,2020,Assault,328,238,133,3952267,8.3
Bihar,Araria,2020,Burglary,279,263,117,3952267,7.06
Bihar,Araria,2020,Cybercrime,719,561,343,3952267,18.19
Bihar,Araria,2020,Dowry Deaths,792,605,440,3952267,20.04
Bihar,Araria,2020,Fraud,1133,741,458,3952267,28.67
Bihar,Araria,2021,Murder,808,666,439,3952267,20.44
Bihar,Araria,2021,Rape,975,727,316,3952267,24.67
Bihar,Araria,2021,Kidnapping,49,45,16,3952267,1.24
Bihar,Araria,2021,Theft,362,252,89,3952267,9.16
Bihar,Araria,2021,Robbery,504,402,174,3952267,12.75
Bihar,Araria,2021,Assault,865,701,484,3952267,21.89
Bihar,Araria,2021,Burglary,773,637,298,3952267,19.56
Bihar,Araria,2021,Cybercrime,512,383,275,3952267,12.95
Bihar,Araria,2021,Dowry Deaths,813,708,320,3952267,20.57
Bihar,Araria,2021,Fraud,1192,981,612,3952267,30.16
Bihar,Araria,2022,Murder,191,127,53,3952267,4.83
Bihar,Araria,2022,Rape,962,717,387,3952267,24.34
Bihar,Araria,2022,Kidnapping,88,71,46,3952267,2.23
Bihar,Araria,2022,Theft,473,409,232,3952267,11.97
Bihar,Araria,2022,Robbery,1109,757,358,3952267,28.06
Bihar,Araria,2022,Assault,100,75,27,3952267,2.53
Bihar,Araria,2022,Burglary,849,743,366,3952267,21.48
Bihar,Araria,2022,Cybercrime,517,451,325,3952267,13.08
Bihar,Araria,2022,Dowry Deaths,377,331,186,3952267,9.54
Bihar,Araria,2022,Fraud,514,364,211,3952267,13.01
Bihar,Araria,2023,Murder,333,217,99,3952267,8.43
Bihar,Araria,2023,Rape,706,650,303,3952267,17.86
Bihar,Araria,2023,Kidnapping,122,85,50,3952267,3.09
Bihar,Araria,2023,Theft,327,259,152,3952267,8.27
Bihar,Araria,2023,Robbery,551,462,338,3952267,13.94
Bihar,Araria,2023,Assault,1003,808,305,3952267,25.38
Bihar,Araria,2023,Burglary,62,43,16,3952267,1.57
Bihar,Araria,2023,Cybercrime,183,136,97,3952267,4.63
Bihar,Araria,2023,Dowry Deaths,178,150,106,3952267,4.5
Bihar,Araria,2023,Fraud,434,384,232,3952267,10.98
Bihar,Gopalganj,2014,Murder,1041,676,402,6654772,15.64
Bihar,Gopalganj,2014,Rape,927,603,271,6654772,13.93
Bihar,Gopalganj,2014,Kidnapping,468,408,220,6654772,7.03
Bihar,Gopalganj,2014,Theft,696,603,437,6654772,10.46
